Subject,Day,Year,time,url_slug
Release:  Shooting - 400 Block Ave I N,June 2,2018,7:39 AM,/news/2018420
Release:  Shooting - 400 Block Ave J South,March 5,2018,10:31 AM,/news/2018139
Release:  Shooting - 400 Block Avenue S South,August 27,2018,2:42 PM,/news/2018652
Release:  Shooting - 400 Block McCormack Ro,April 12,2020,12:25 AM,/news/2020240
Release:  Shooting - 500 Block Ave H South,November 12,2018,2:43 AM,/news/2018820
Release:  Shooting - 600 Block Confederation Drive,June 12,2018,12:02 AM,/news/2018447
Release:  Shooting - 600 Block Idylwyld Drive North,June 9,2020,10:52 AM,/news/2020389
Release:  Shooting - 600 Block Idywyld Dr.,March 21,2020,9:41 PM,/news/2020187
Release:  Shooting - 900 Block 8 St E,March 8,2020,1:43 PM,/news/2020156
Release:  Shooting - 900 Block 8 St E,March 8,2020,5:42 AM,/news/2020155
Release:  Shooting - 900 Block Of Duchess St,February 14,2019,3:21 AM,/news/2019112
Release:  Shooting - Fairlight Drive And Diefenbaker Drive,November 4,2019,10:08 AM,/news/2019812
Release:  Shooting - Male Injured - 800 Block Steeves Avenue,January 2,2019,1:56 PM,/news/20192
Release:  Shooting - Spadina Cr And Av B,July 8,2020,11:48 PM,/news/2020465
Release:  Shooting - Spadina Cr And Av B,July 8,2020,11:48 PM,/news/2020466
Release:  Shooting Incident -  22nd Street And Avenue T,November 23,2018,12:28 AM,/news/2018850
Release:  Shooting Incident - 1400 Block Ave. C N,December 10,2020,9:12 AM,/news/2020865
Release:  Shooting Investigation,March 19,2018,11:59 AM,/news/2018168
Release:  Shooting Investigation - 2000 Block 17th Street West,March 4,2019,10:53 AM,/news/2019163
Release:  Shootings - Avenue I South,August 21,2018,11:00 AM,/news/2018636
Release:  Shootings - Caswell Hill / Mayfair Area - Ongoing Investigation.,February 3,2018,9:33 PM,/news/201865
Release:  Shoplifting Arrest / Weapons Charges – 1700 Block Preston Ave. N.,March 17,2020,12:09 AM,/news/2020174
Release:  Shoplifting Arrest/Meth - 100 Block Primrose Dr.,October 8,2019,11:30 AM,/news/2019717
Release:  Shoplifting Leads To Robbery With A Weapon Charge - 3000 Block Clarence Av S,February 24,2020,1:44 AM,/news/2020120
Release:  Shoplifting Leads To Weapons Charges - 300 33 St W,February 8,2020,9:36 PM,/news/202083
Release:  Shopping Centre Parking Lot Enforcement,June 8,2018,10:33 AM,/news/2018440
Release:  Shot Fired - 600 Block Of Confederation Drive,June 6,2018,11:42 AM,/news/2018433
Release:  Shots Fired - 100 Block Avenue U South,January 10,2020,2:50 PM,/news/202021
Release:  Shots Fired - 200 Av K S,January 23,2020,12:37 AM,/news/202043
Release:  Shots Fired - 400 Block Av P S,January 23,2020,2:46 AM,/news/202044
Release:  Shots Fired/Damage To Vehicles - Avenue O South And 11th Street West,November 25,2019,1:38 PM,/news/2019883
Release:  Show And Shine Weekend Traffic Advisory,August 16,2019,12:17 PM,/news/2019578
Release:  Show And Shine Weekend Traffic Advisory,August 20,2021,9:37 AM,/news/2021443
Release:  SIDEST Investigation - Cannabis Trafficking,May 16,2018,2:37 PM,/news/2018365
Release:  SIDEST Investigation - Crystal Meth Trafficking,May 30,2018,2:19 PM,/news/2018408
Release:  SIDEST Investigation - Presence Of Carfentanil - 100 Block Maningas Bend,October 12,2018,3:29 PM,/news/2018753
"Release:  SIDEST Investigation Results In Five Arrests, Large Seizure Of Methamphetamine, Fentanyl, Cocaine, Marihuana And Cash",June 4,2018,2:57 PM,/news/2018427
Release:  SIDEST Investigation: Three Kelowna Residents Charged With Drug Trafficking,March 6,2018,3:30 PM,/news/2018145
Release:  SIDEST Investigation/Meth Trafficking - 100 Block Cope Cr.,July 25,2018,3:57 PM,/news/2018563
Release:  Single Motorcycle Collision - Spadina Cres And Windsor Street,May 20,2018,3:07 PM,/news/2018372
Release:  Single Motorcycle Collision - Spadina Cres And Windsor Street,May 20,2018,4:11 PM,/news/2018373
Release:  Single Vehicle Collision - 10 Block Of 33rd Street East,September 7,2018,3:16 PM,/news/2018686
Release:  Single Vehicle Collision - 2000 Block Airport Drive,February 15,2018,9:58 AM,/news/201898
Release:  Single Vehicle Collision - 300 Block Berini Drive,February 14,2018,10:49 AM,/news/201889
Release:  Single Vehicle Collision - Idylwyld Freeway At 8th Street Overpass,December 31,2017,12:13 PM,/news/20171062
Release:  Single Vehicle Collision - Ruth Street And Vernon Avenue,October 16,2018,4:38 PM,/news/2018766
Release:  Single Vehicle Collision - Traffic Restriction,September 4,2021,9:39 AM,/news/2021474
Release:  Single Vehicle Collision Results In Drinking And Driving Charges,December 14,2018,1:30 AM,/news/2018894
Release:  Single Vehicle Collision Results In Drinking And Driving Charges - Circle Dr. At Taylor St.,February 5,2018,2:26 AM,/news/201869
Release:  Single Vehicle Collision Results In Impaired Driving Charge - Circle At Lorne,August 31,2018,1:42 AM,/news/2018664
Release:  Single Vehicle Collision With Injuries - Broadway Bridge,March 10,2021,9:18 AM,/news/2021138
Release:  Single Vehicle Collision- 8th Street East And Boychuk Dr.,October 21,2019,11:28 PM,/news/2019766
Release:  Single Vehicle Collision- Circle Drive And 11th Street - Southbound,April 9,2020,7:05 PM,/news/2020234
Release:  Single Vehicle Collision- Circle Drive And 11th Street - Southbound,April 9,2020,8:58 PM,/news/2020235
Release:  Single Vehicle Collision- Circle Drive And 22nd Street,April 21,2018,9:54 PM,/news/2018272
Release:  Single Vehicle Collision- Circle Drive And 22nd Street,April 22,2018,2:20 AM,/news/2018274
Release:  Single Vehicle Collision- Taylor Street And Heritage Lane,April 7,2019,9:08 PM,/news/2019249
Release:  Single Vehicle Collision- Vic Blvd And Stonebridge Common,April 12,2018,9:54 PM,/news/2018244
Release:  Single Vehicle Collision-Circle Drive And Preston Avenue North,May 27,2018,1:29 AM,/news/2018392
Release:  Single Vehicle Collision/Impaired Driving/Cocaine Possession - Clark Crescent,May 25,2020,10:27 AM,/news/2020347
Release:  Single Vehicle Rollover - Attridge Drive And Circle Drive,April 27,2018,12:28 PM,/news/2018291
Release:  Single Vehicle Rollover- Attridge Drive And Circle Drive,April 27,2018,1:20 PM,/news/2018292
"Release:  Slashed Tires - 1500 Block Shannon Cr., 10 Block Salisbury Dr., 10 Block McLellan Ave.",December 18,2018,3:21 PM,/news/2018904
Release:  Slick Roads Keep SPS Busy With A.M. Collisions,March 6,2018,9:16 AM,/news/2018142
Release:  Social Media Posting Leads To Arrest - Multiple Criminal Charges,September 25,2018,1:16 AM,/news/2018717
Release:  Spare Tire Thefts,February 9,2018,2:41 PM,/news/201884
Release:  Speeding - Broadway Bridge - Vehicle Seizure,May 30,2020,8:47 PM,/news/2020360
Release:  Speeding - Vehicle Seizure - Highway 16 Near Zimmerman Rd.,July 10,2021,2:55 AM,/news/2021384
Release:  Speeding - Vehicle Seizure - Highway 16 Near Zimmerman Rd.,October 3,2020,2:46 AM,/news/2020716
Release:  Speeding - Vehicle Seizure 8 St And Briargate Ro,May 30,2020,7:12 PM,/news/2020359
Release:  Speeding-Vehicle Seizure - Cumberland Avenue And 8th Street East,April 18,2020,11:16 AM,/news/2020254
Release:  SPS 2020 Annual Report,March 30,2021,10:35 AM,/news/2021174
Release:  SPS Air Support Unit Assists In Separate Investigations,January 4,2021,10:11 AM,/news/20214
Release:  SPS Arrests Ontario Suspect Wanted For Attempted Murder,March 23,2021,9:49 AM,/news/2021157
Release:  SPS Ceremony Of Tribute To Cst. Heidi Stevenson,April 24,2020,11:04 AM,/news/2020267
Release:  SPS Community BBQ CANCELLED,July 25,2019,8:19 AM,/news/2019514
Release:  SPS COVID Cases,December 21,2020,4:02 PM,/news/2020884
Release:  SPS Cst. Placed On Administrative Leave/Investigation,June 5,2020,2:54 PM,/news/2020381
Release:  SPS Delivers Letters To Non-Permitted Cannabis Outlets Post Legalization,October 24,2018,2:34 PM,/news/2018783
Release:  SPS Drug Unit Investigation: Cocaine Trafficking,March 11,2020,4:01 PM,/news/2020166
Release:  SPS Drug Unit Investigation: Meth/Cocaine Trafficking - 2800 Block Lorne Ave.,May 13,2021,3:20 PM,/news/2021263
Release:  SPS Enforcement Plans/Weekend Rally,May 7,2021,3:25 PM,/news/2021253
Release:  SPS Introduces Buy & Sell Exchange Zones,March 31,2021,9:24 AM,/news/2021177
Release:  SPS Member Charged/Dismissed From Service,August 27,2018,10:17 AM,/news/2018651
Release:  SPS New Strategic Plan,November 5,2020,11:34 AM,/news/2020796
Release:  SPS Response Regarding Weekend Arrest/Video,July 6,2020,4:34 PM,/news/2020459
Release:  SPS Statement On The Inquest Into The Death Of Jordan Lafond,March 5,2018,9:28 AM,/news/2018138
Release:  SPS Sworn Member/Positive COVID-19 Case,October 29,2020,3:51 PM,/news/2020780
Release:  SPS To Launch Operation Freeze In Partnership With Macâ€™s/Circle K Convenience Stores,July 31,2018,8:37 AM,/news/2018576
Release:  SPS To Use Social Media To Educate Saskatoon Residents On Cannabis Legalization,October 11,2018,3:39 PM,/news/2018748
Release:  SPS Website Outage,August 6,2019,4:43 PM,/news/2019548
Release:  SPS Website Updated To Include Information For Survivors Of Sexual Assault,October 15,2018,11:09 AM,/news/2018760
Release:  SPS Welcomes New Recruit Class,December 16,2019,1:45 PM,/news/2019949
Release:  SPS Welcomes New Recruits,May 1,2020,9:36 AM,/news/2020291
Release:  SPS- COVID Service Reminder,July 31,2020,9:47 AM,/news/2020525
Release:  SPSDU Investigation: Meth Trafficking - 300 Block Cumberland Ave. S,August 9,2019,11:18 AM,/news/2019556
Release:  Stabbing,June 21,2019,4:15 AM,/news/2019438
Release:  Stabbing,October 24,2018,10:40 PM,/news/2018784
Release:  Stabbing  - 1000 Block Of Idylwyld Dr. N,April 12,2019,10:44 AM,/news/2019267
Release:  Stabbing,February 22,2018,10:50 PM,/news/2018114
Release:  Stabbing - 100 Block 109 St W,May 22,2021,1:07 PM,/news/2021279
Release:  Stabbing - 100 Block Edinburgh Place,May 16,2020,9:56 PM,/news/2020326
Release:  Stabbing - 100 Block Fairmont Drive,November 3,2019,3:57 AM,/news/2019809
Release:  Stabbing - 100 Block Hampton Circle,April 30,2020,8:25 AM,/news/2020288
Release:  Stabbing - 1000 Block 20th St. W,December 14,2017,2:49 PM,/news/20171016
Release:  Stabbing - 1000 Block Egbert Ave.,July 24,2019,1:40 PM,/news/2019513
Release:  Stabbing - 1100 Block Av H N,August 25,2020,11:48 PM,/news/2020596
Release:  Stabbing - 1100 Block Idylwyld Dr. North,May 17,2018,11:43 PM,/news/2018368
Release:  Stabbing - 1300 Block 20th St. W,April 4,2018,1:24 PM,/news/2018210
Release:  Stabbing - 1300 Block 8th Street East,September 22,2020,9:39 AM,/news/2020682
Release:  Stabbing - 1400 Block 20th St W,March 5,2021,8:46 PM,/news/2021129
Release:  Stabbing - 1400 Block Ave. B N,October 7,2020,3:27 PM,/news/2020728
Release:  Stabbing - 1400 Block Main Street,August 10,2021,9:17 AM,/news/2021422
Release:  Stabbing - 1600 Block 19 St W,January 30,2020,10:09 PM,/news/202062
Release:  Stabbing - 1600 Block 20th Street West,September 13,2019,2:46 PM,/news/2019649
Release:  Stabbing - 1600 Block 22 St W,March 17,2019,9:27 PM,/news/2019194
Release:  Stabbing - 1700 Block 20th Street West,February 12,2020,3:48 PM,/news/202094
Release:  Stabbing - 1700 Block 20th Street West,October 29,2020,11:30 AM,/news/2020779
Release:  Stabbing - 17th Street West And Avenue H South,December 28,2018,12:50 PM,/news/2018921
Release:  Stabbing - 18th Street And Ave X South,April 29,2018,12:08 AM,/news/2018294
Release:  Stabbing - 1900 Block Of Ave. C N,February 1,2019,2:16 PM,/news/201978
Release:  Stabbing - 200 Block 23 St E,June 17,2021,11:19 PM,/news/2021339
Release:  Stabbing - 200 Block 3rd Ave S,April 22,2018,1:18 PM,/news/2018275
Release:  Stabbing - 200 Block 3rd Avenue South,December 24,2018,10:11 AM,/news/2018917
Release:  Stabbing - 200 Block Av I N,September 12,2020,12:04 AM,/news/2020649
Release:  Stabbing - 200 Block Ave D.S.,April 25,2020,7:40 PM,/news/2020271
Release:  Stabbing - 200 Block Avenue S North,March 6,2021,11:18 PM,/news/2021133
Release:  Stabbing - 200 Block Borden Place,January 14,2019,10:05 AM,/news/201920
Release:  Stabbing - 200 Block Primrose Drive,December 23,2019,11:28 AM,/news/2019963
Release:  Stabbing - 2000 Block Avenue B North,April 2,2020,2:00 PM,/news/2020218
Release:  Stabbing - 20th Street And Ave. L,July 28,2018,2:33 AM,/news/2018566
Release:  Stabbing - 20th Street West,December 18,2017,10:03 AM,/news/20171025
Release:  Stabbing - 20th Street West At Ave D South,June 21,2018,2:28 AM,/news/2018468
Release:  Stabbing - 21st Street West And Avenue T South,February 19,2021,9:07 AM,/news/2021103
Release:  Stabbing - 2200 Block Millar Ave.,March 2,2021,2:57 PM,/news/2021122
Release:  Stabbing - 2200 Block Of Wiggins Avenue,May 3,2021,11:46 PM,/news/2021241
Release:  Stabbing - 2300 Block Block 33 St W,February 7,2021,9:35 AM,/news/202186
Release:  Stabbing - 2300 Block Block 33 St W,February 7,2021,9:39 AM,/news/202187
Release:  Stabbing - 26th St. E/3rd & 4th Ave.,October 8,2019,1:39 PM,/news/2019719
Release:  Stabbing - 300 Block 2 Av S,September 1,2020,4:20 PM,/news/2020615
Release:  Stabbing - 300 Block 20th Street West,August 7,2020,3:13 PM,/news/2020546
Release:  Stabbing - 300 Block 5th Avenue North,April 30,2018,2:12 PM,/news/2018300
Release:  Stabbing - 300 Block Av C S,February 21,2019,2:04 AM,/news/2019134
Release:  Stabbing - 300 Block Ave. R S,February 28,2018,12:06 PM,/news/2018125
Release:  Stabbing - 300 Block Avenue Q South,January 16,2019,11:15 AM,/news/201924
Release:  Stabbing - 300 Block Circle Drive West,July 17,2020,1:47 PM,/news/2020496
Release:  Stabbing - 300 Block Of 6th Ave N,January 11,2019,1:47 PM,/news/201917
Release:  Stabbing - 3000 Block Arlington Ave.,July 19,2018,9:31 PM,/news/2018551
Release:  Stabbing - 3100 Block Laurier Dr.,July 10,2021,3:55 AM,/news/2021385
Release:  Stabbing - 33rd Street And Idylwyld Drive,May 15,2020,2:41 PM,/news/2020325
Release:  Stabbing - 39 St And Av D,February 24,2020,1:48 AM,/news/2020121
Release:  Stabbing - 400 Block Avenue T South,May 14,2018,1:37 PM,/news/2018354
Release:  Stabbing - 500 Block Of Ave X South,October 30,2018,11:18 PM,/news/2018792
Release:  Stabbing - 800 BLK Idylwyld Dr. N,August 3,2020,11:06 AM,/news/2020529
Release:  Stabbing - 900 Block 22nd St. W,March 27,2019,10:30 AM,/news/2019225
Release:  Stabbing - 910 60th St East,August 23,2019,10:29 AM,/news/2019606
Release:  Stabbing - Avenue K South And 20th Street West,March 18,2019,11:15 AM,/news/2019197
Release:  Stabbing - Four Suspects In Custody.,January 9,2018,4:33 AM,/news/201819
Release:  Stabbing - Four Suspects In Custody.,January 9,2018,4:52 AM,/news/201820
Release:  Stabbing - Stanley Pl,October 18,2020,3:07 PM,/news/2020749
Release:  Stabbing Investigation - 100 Block Avenue S South,January 17,2020,11:12 AM,/news/202031
Release:  Stabbing Investigation - 100 Block Avenue. N. South.,October 11,2018,3:25 AM,/news/2018746
Release:  Stabbing Investigation - 1700 Block 20th Street West,August 24,2020,8:28 AM,/news/2020586
Release:  Stabbing Investigation - 200 Block 21st Street East,October 14,2018,3:29 AM,/news/2018758
Release:  Stabbing Investigation - 300 Block Avenue R South,February 9,2020,8:49 PM,/news/202084
Release:  Stabbing Investigation - 400 Block Avenue R South,March 20,2018,11:10 AM,/news/2018172
Release:  Stabbing Investigation - 600 Block Idylwyld Drive North,July 23,2020,2:59 PM,/news/2020515
Release:  Stabbing Investigation-100 Block 32nd Street West,March 20,2020,4:50 PM,/news/2020186
Release:  Stabbing Investigations,December 21,2017,10:29 AM,/news/20171041
Release:  Stabbing Results In Firearms Seizure - 100 Block Avenue V South,January 24,2019,10:39 AM,/news/201944
Release:  Stabbing- 200 Block Of Ave U South,April 20,2018,6:37 PM,/news/2018271
Release:  Stabbing- 200blk Ave D S,July 18,2020,1:16 PM,/news/2020500
Release:  Stabbing- 200blk Ave K S,June 27,2020,2:35 AM,/news/2020434
Release:  Stabbing- 200blk Ave S S,March 15,2020,3:33 AM,/news/2020172
Release:  Stabbing/Armed Robbery - 400 Block Russell Rd.,November 19,2019,11:50 AM,/news/2019866
Release:  Stabbing/Arrest - 2300 Block 33rd St. W,April 2,2019,10:08 AM,/news/2019234
Release:  Stabbing/Charges Laid - 800 Block 4th Ave. N,June 8,2020,2:56 PM,/news/2020386
Release:  Stabbing/Evade Police - 3300 Block Fairlight Drive,March 26,2018,11:38 AM,/news/2018188
Release:  Stabbing/Robbery - 1400 Block 20th St. W,April 22,2021,10:11 AM,/news/2021215
Release:  Stabbing/Robbery - 1700 Block 22nd Street West,December 23,2019,11:16 AM,/news/2019962
Release:  Stabbings - 800 Block 20th St. W,November 4,2020,10:41 AM,/news/2020792
